,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,1.0,0.0,0.6667026,5.0,9.0,3.0
2001,1.0,2.0,0.7446903,5.0,2.0,9.0
2002,2.0,2.0,0.17970502,0.0,2.0,1.0
2003,1.0,3.0,0.5734235,3.0,4.0,11.0
2004,5.0,1.0,0.73797345,2.0,4.0,1.0
2005,3.0,0.0,0.33317602,4.0,3.0,2.0
2006,3.0,2.0,0.8293208,2.0,18.0,2.0
2007,2.0,0.0,0.14993393,4.0,8.0,4.0
2008,3.0,2.0,0.9031528,1.0,1.0,2.0
2009,1.0,0.0,0.65825343,3.0,4.0,2.0
2010,1.0,2.0,0.30116343,4.0,2.0,6.0
2011,3.0,0.0,0.601087,4.0,6.0,4.0
2012,9.0,0.0,0.9141741,8.0,4.0,4.0
2013,6.0,0.0,0.8089044,1.0,4.0,5.0
2014,1.0,0.0,0.8855442,5.0,4.0,1.0
2015,0.0,0.0,0.25256348,5.0,8.0,4.0
2016,2.0,0.0,0.7207482,2.0,0.0,3.0
2017,3.0,1.0,0.82041574,6.0,3.0,3.0
2018,2.0,2.0,0.99121845,5.0,3.0,1.0
2019,1.0,1.0,0.031701326,3.0,2.0,4.0
2020,4.0,0.0,0.1484989,3.0,1.0,8.0
2021,2.0,0.0,0.26763594,3.0,4.0,1.0
2022,6.0,2.0,0.20738482,5.0,4.0,4.0
2023,2.0,1.0,0.10606909,4.0,0.0,7.0
2024,2.0,2.0,0.42449725,5.0,4.0,3.0
2025,8.0,3.0,0.83780193,4.0,0.0,6.0
2026,4.0,2.0,0.75167763,4.0,0.0,4.0
2027,0.0,2.0,0.8287598,7.0,1.0,10.0
2028,4.0,2.0,0.6660812,5.0,14.0,11.0
2029,1.0,0.0,0.4074918,6.0,10.0,3.0
2030,2.0,3.0,0.8973608,4.0,2.0,9.0
2031,5.0,1.0,0.10963416,1.0,2.0,2.0
2032,3.0,2.0,0.48142195,5.0,1.0,1.0
2033,3.0,1.0,0.12653685,4.0,4.0,2.0
2034,4.0,2.0,0.26408052,3.0,3.0,5.0
2035,1.0,0.0,0.54019535,1.0,2.0,2.0
2036,4.0,3.0,0.8746319,3.0,4.0,2.0
2037,3.0,0.0,0.051484227,4.0,7.0,2.0
2038,2.0,1.0,0.57260644,3.0,4.0,1.0
2039,2.0,3.0,0.0012916327,4.0,6.0,7.0
2040,5.0,1.0,0.5880492,0.0,0.0,3.0
2041,0.0,1.0,0.3490708,5.0,5.0,8.0
2042,6.0,1.0,0.78991425,7.0,4.0,2.0
2043,1.0,0.0,0.28265774,4.0,0.0,7.0
2044,4.0,0.0,0.8224181,7.0,3.0,0.0
2045,2.0,0.0,0.22169721,7.0,1.0,2.0
2046,2.0,2.0,0.3369931,3.0,2.0,2.0
2047,5.0,0.0,0.7146468,4.0,0.0,0.0
2048,1.0,2.0,0.6303966,3.0,11.0,2.0
2049,2.0,0.0,0.09486294,3.0,13.0,9.0
2050,0.0,1.0,0.57263803,6.0,2.0,4.0
2051,1.0,0.0,0.016969323,6.0,0.0,3.0
2052,3.0,3.0,0.7673161,3.0,1.0,3.0
2053,6.0,0.0,0.15081358,6.0,9.0,3.0
2054,6.0,2.0,0.55074763,5.0,1.0,3.0
2055,2.0,2.0,0.8787937,6.0,2.0,2.0
2056,3.0,1.0,0.46416247,4.0,2.0,8.0
2057,1.0,1.0,0.60653996,7.0,12.0,2.0
2058,1.0,2.0,0.22963369,5.0,5.0,2.0
2059,3.0,2.0,0.43969798,4.0,0.0,2.0
2060,3.0,2.0,0.20195794,2.0,5.0,3.0
2061,2.0,1.0,0.81706595,4.0,2.0,2.0
2062,4.0,0.0,0.07697809,7.0,2.0,6.0
2063,3.0,2.0,0.30791032,2.0,1.0,6.0
2064,5.0,0.0,0.58705485,2.0,2.0,3.0
2065,7.0,2.0,0.9073013,5.0,4.0,4.0
2066,2.0,1.0,0.50864816,10.0,2.0,6.0
2067,4.0,1.0,0.59467685,2.0,12.0,9.0
2068,6.0,1.0,0.62904286,6.0,0.0,2.0
2069,3.0,0.0,0.6362281,3.0,5.0,1.0
2070,1.0,0.0,0.0124236345,4.0,4.0,2.0
2071,4.0,1.0,0.16132009,4.0,8.0,13.0
2072,2.0,1.0,0.68940175,5.0,5.0,3.0
2073,3.0,1.0,0.05248165,5.0,3.0,9.0
2074,1.0,0.0,0.53925085,4.0,9.0,4.0
2075,1.0,2.0,0.23290789,4.0,6.0,3.0
2076,8.0,1.0,0.28648126,1.0,13.0,4.0
2077,2.0,1.0,0.09198201,5.0,4.0,6.0
2078,5.0,0.0,0.45626593,3.0,1.0,4.0
2079,0.0,0.0,0.42735898,8.0,6.0,3.0
2080,2.0,2.0,0.96822536,4.0,3.0,2.0
2081,4.0,2.0,0.16834664,6.0,4.0,8.0
2082,0.0,0.0,0.28960145,4.0,2.0,0.0
2083,2.0,0.0,0.56039715,5.0,3.0,4.0
2084,5.0,0.0,0.5422449,1.0,12.0,2.0
2085,4.0,1.0,0.77497494,5.0,4.0,8.0
2086,1.0,2.0,0.96061087,2.0,1.0,1.0
2087,0.0,2.0,0.07426047,7.0,5.0,6.0
2088,5.0,0.0,0.15399253,5.0,0.0,4.0
2089,3.0,0.0,0.9454633,3.0,2.0,3.0
2090,3.0,2.0,0.42007732,8.0,6.0,1.0
2091,1.0,0.0,0.39435434,4.0,6.0,2.0
2092,0.0,1.0,0.16728806,2.0,2.0,1.0
2093,1.0,0.0,0.3634057,5.0,4.0,2.0
2094,6.0,1.0,0.3673669,2.0,0.0,3.0
2095,5.0,2.0,0.5774517,2.0,7.0,4.0
2096,5.0,1.0,0.69177246,2.0,1.0,6.0
2097,4.0,0.0,0.59694624,2.0,2.0,9.0
2098,7.0,0.0,0.60833454,4.0,0.0,2.0
2099,3.0,0.0,0.22172153,5.0,4.0,4.0
2100,4.0,1.0,0.4713688,4.0,6.0,2.0
2101,1.0,2.0,0.5211768,2.0,1.0,4.0
2102,1.0,0.0,0.6076231,4.0,4.0,6.0
2103,4.0,0.0,0.042588115,3.0,4.0,2.0
2104,2.0,2.0,0.17759168,3.0,2.0,5.0
2105,1.0,0.0,0.59303176,6.0,3.0,5.0
2106,3.0,1.0,0.4533832,4.0,13.0,3.0
2107,1.0,2.0,0.3040824,3.0,11.0,5.0
2108,2.0,0.0,0.90137064,4.0,0.0,6.0
2109,2.0,0.0,0.73214626,4.0,3.0,8.0
2110,2.0,2.0,0.16389167,4.0,2.0,3.0
2111,1.0,3.0,0.17240667,6.0,4.0,6.0
2112,3.0,0.0,0.3715924,3.0,1.0,6.0
2113,3.0,1.0,0.041938186,4.0,1.0,5.0
2114,1.0,0.0,0.44560695,7.0,5.0,7.0
2115,3.0,2.0,0.53895223,3.0,3.0,7.0
2116,2.0,1.0,0.9707502,2.0,5.0,9.0
2117,2.0,1.0,0.6265234,5.0,1.0,5.0
