,u_x1,u_x2,u_x3,u_x4,u_y
2000,-0.37427303,-0.16160713,0.05389704,-0.21788132,0.7109704
2001,0.6018807,-0.5016786,-0.049670726,0.14291249,0.9829769
2002,0.16000296,-1.4056207,-0.016049922,0.06092744,0.19481277
2003,-1.1823736,0.1037255,0.13861041,0.115990154,0.8296207
2004,1.7030007,-0.909569,-0.015039839,0.0040885843,0.1555134
2005,-0.10412763,-0.72845143,0.044042513,0.01320764,0.776091
2006,0.56664467,0.59536123,0.009901657,-0.005469329,0.69225216
2007,0.4970404,1.1998224,0.019602863,-0.04779207,0.9607626
2008,0.6969755,-0.09912512,0.22888842,0.10601377,0.3104056
2009,2.7015862,-0.48136193,-0.040493056,-0.055846013,0.54933226
2010,1.2123749,-0.069005534,-0.19870399,-0.10147609,0.20718956
2011,-0.17043723,-0.31125072,-0.101981275,0.14331104,0.83123827
2012,-0.20276916,-0.17190787,-0.06996588,0.12409001,0.10894334
2013,-1.6475424,-0.5645111,-0.07329315,0.08599939,0.24075091
2014,-0.6132785,-2.4354315,-0.008522535,0.069284275,0.6842562
2015,-0.20558406,0.12834197,0.13265648,0.0057930234,0.34773004
2016,-0.06871349,0.9376396,-0.0563726,-0.02530546,0.6745815
2017,0.91601557,-0.7262173,-0.062080692,0.07394764,0.7136518
2018,-1.1028812,-1.1412535,0.17707045,-0.021932272,0.41286206
2019,0.716056,-1.5195079,-0.0208444,0.09097581,0.89969945
2020,0.14027351,-1.0750507,0.0029447007,0.11127132,0.67724764
2021,-0.2949312,0.009809079,0.15019482,-0.1384151,0.03673458
2022,0.04096958,-0.98452955,-0.14235194,0.15059808,0.8528948
2023,-0.36787754,0.39989263,-0.066953756,0.075520486,0.9683312
2024,1.9950613,0.69221795,0.01967619,0.09062662,0.19302452
2025,-1.6305718,2.0059574,-0.09015677,0.10503087,0.574566
2026,1.180915,0.31174552,0.06624539,-0.04249911,0.535807
2027,0.20646298,-1.578628,-0.04589414,0.0077012503,0.51166224
2028,-0.61548275,-0.39878407,-0.1284057,-0.05842324,0.11770725
2029,0.49652013,-1.7401593,0.17958085,-0.17022997,0.783636
2030,-1.7186812,-0.122240454,0.05347225,-0.039075263,0.80029917
2031,0.08503326,-0.030465074,-0.05333494,0.044651214,0.20744288
2032,-0.019162204,0.44749486,-0.03858006,-0.08731508,0.20074296
2033,-0.08347406,0.6421006,0.11492471,0.07546195,0.1334064
2034,0.07139101,1.2644011,-0.041289773,0.054067906,0.9021528
2035,-0.07167186,-1.3841447,-0.23823217,0.058819324,0.9916296
2036,-0.18871419,0.43127128,0.0069183903,-0.029871592,0.52991116
2037,1.1841811,-0.2003723,-0.06843874,0.12291558,0.7831836
2038,-0.30340534,0.85947716,-0.101882756,0.04768416,0.025559425
2039,0.7878802,-1.0194669,-0.007708758,-0.010378694,0.33325922
2040,-0.22311151,0.2643159,-0.015957396,-0.017526807,0.47108603
2041,-0.7415319,0.9865827,0.0003029748,0.056332517,0.5669378
2042,-1.1734833,0.41519335,-0.09216718,0.07144398,0.95481527
2043,-1.0344622,-1.7742343,0.09594772,0.13518839,0.31980217
2044,0.1507724,0.17876613,-0.0703388,0.10030033,0.86968744
2045,0.42245373,0.041903276,-0.08127662,-0.03455682,0.79302096
2046,0.63005143,-1.8910698,-0.032320358,0.099159986,0.47155607
2047,-0.62641305,-0.12813936,0.08868941,0.09827974,0.2124275
2048,-0.68091387,-0.020951262,0.14876387,-0.16844599,0.2724911
2049,-0.8101127,-0.59268606,0.12229239,0.10972913,0.40845382
2050,-1.2916383,-1.400991,0.071197204,0.18308023,0.21958935
2051,0.4061584,-1.1575027,-0.16428794,-0.038525667,0.79137135
2052,0.8307991,-1.0315446,-0.18012865,0.02480328,0.38293815
2053,-0.13974407,-0.6839539,-0.0566275,-0.15393327,0.6687976
2054,-1.2692286,-1.0224797,0.033356044,-0.05335151,0.37259603
2055,0.8100569,-1.0049787,-0.07763316,-0.076419175,0.06641042
2056,0.98859143,0.18246704,0.079936154,-0.03620553,0.5391195
2057,0.4364818,0.08710122,-0.006319976,0.047632605,0.2911762
2058,-1.0663306,0.14097364,0.021637345,0.04401907,0.010372043
2059,0.40990666,2.493997,-0.1728077,0.070587404,0.033153653
2060,-2.3328004,-1.1799293,-0.12884767,0.05750825,0.027533054
2061,-2.361748,-1.644014,0.14614336,-0.05151678,0.24848318
2062,1.0876318,0.5646802,-0.040274967,-0.12501453,0.7429769
2063,0.21582164,-0.86673146,-0.03205941,0.041754387,0.19138074
2064,0.7747038,1.0634954,0.12231076,0.006523065,0.39622808
2065,-0.66674495,0.3143207,-0.10286756,-0.080535635,0.9858446
2066,-1.166487,-0.7968471,0.11399498,0.08009839,0.47100425
2067,-0.53591514,-0.83526015,-0.16303833,0.017134491,0.060177565
2068,-0.5612257,1.9536706,-0.037921257,0.07255346,0.22715425
2069,-0.81057787,1.0581704,-0.050229546,-0.082689025,0.21459556
2070,1.7310122,-2.0182924,0.12722772,0.07649884,0.69285905
2071,1.4368292,-0.08594603,-0.017739011,-0.11088283,0.47590315
2072,-0.71961474,0.91374916,0.09993873,0.009346736,0.61010134
2073,1.5711167,0.4461867,0.04453966,-0.14490841,0.9779986
2074,0.7919301,0.61803347,-0.024439752,0.01956942,0.3334937
2075,0.49070415,0.1742418,-0.14793593,0.03295192,0.7348044
2076,0.5752496,0.17477576,0.09772384,-0.09760451,0.71941745
2077,-1.4808872,-0.6661603,-0.06598871,0.12098787,0.49150705
2078,-0.9205862,0.53349495,-0.037220698,-0.06057621,0.7876135
2079,-0.63029253,0.53090256,-0.08675099,0.15141103,0.82847846
2080,-0.50900966,-1.4146243,0.018914387,0.18892978,0.21267128
2081,-0.47295734,-1.8889072,-0.0004887635,0.019151662,0.90648925
2082,0.36770985,0.5457863,-0.082342766,0.0135175735,0.6023413
2083,0.3921658,-0.72938955,-0.010738674,0.21517502,0.34330237
2084,0.05488497,0.061346665,0.017751291,0.020953016,0.5539392
2085,0.37531948,-0.29067096,0.15109877,-0.16721539,0.82479775
2086,-0.40968356,-0.54730123,0.15925941,-0.023708433,0.23889494
2087,-1.0052569,0.57854795,-0.059211273,-0.10371607,0.6556561
2088,-0.124994956,1.0767417,0.044011563,0.08628104,0.6781354
2089,0.950605,0.3972579,-0.094087966,0.076960705,0.1452483
2090,-0.6130665,0.28786284,0.070819326,0.108608,0.9222522
2091,-0.62749255,-0.25889644,0.02355951,0.1802405,0.6410874
2092,0.13953693,2.1410248,0.02429097,0.07815725,0.06488764
2093,0.15792401,0.49749658,0.064275466,0.07765147,0.18942976
2094,0.71637344,0.52054,-0.025723532,-0.04467692,0.49269903
2095,0.785807,-0.028244829,-0.16901378,0.07769527,0.11942661
2096,-0.6444898,-0.8194339,-0.041007906,0.043244,0.87287056
2097,-1.8059034,0.48157078,-0.096771926,0.03143851,0.7394254
2098,-0.013009431,0.52043396,-0.047897846,0.034908097,0.40170383
2099,1.9256629,-0.585573,0.045887586,0.10012551,0.32992256
2100,1.5515023,0.7169146,-0.1362354,-0.0022565536,0.83782613
2101,-2.2307813,-0.93809587,-0.08614071,-0.040867735,0.29433036
2102,-0.11835024,0.09591242,-0.025090192,-0.07541391,0.31640923
2103,-0.43079796,-1.5174096,0.052245706,-0.05146267,0.40890145
2104,1.0750866,0.045138303,-0.004017872,-0.22349158,0.92067325
2105,1.1427233,-0.5609694,-0.06210443,0.13360213,0.7152661
2106,-0.30864695,-0.46436802,-0.030096725,0.061941214,0.6417911
2107,0.8400883,0.38853157,-0.11766743,0.1278924,0.51359916
2108,1.5908365,0.15048225,0.018053291,-0.13872495,0.49507475
2109,-0.8599686,-0.020445859,-0.031778906,-0.05051705,0.057350636
2110,1.2377855,-0.2617749,0.079937674,-0.030011414,0.71196544
2111,1.4284749,-0.5821922,-0.039310325,-0.10019797,0.10562599
2112,-0.7237262,-0.10823129,0.041761626,0.036110964,0.1848135
2113,1.6577711,1.0439123,0.36280435,0.14751121,0.10030353
2114,-0.00696293,-1.4234157,-0.038640745,0.0030616492,0.16533196
2115,1.112135,1.2261246,-0.073934026,-0.102030896,0.19899213
2116,0.33386022,-0.65822595,0.032388892,-0.06262698,0.6470547
2117,-0.28111407,-2.4417663,0.09312789,0.0067299986,0.82074
2118,1.9017965,0.7934573,0.23120008,-0.07147196,0.006520629
2119,0.8198995,-1.8672915,0.06336279,-0.112614356,0.92125916
2120,1.1575352,-1.4557884,0.01793382,-0.1333574,0.747754
2121,0.35430464,-0.772164,0.039509144,0.14733087,0.20961094
2122,-0.45417973,-0.29799145,-0.04995146,0.057584025,0.6033217
2123,0.1953418,-0.87904704,0.10463249,-0.0076351226,0.7438452
2124,-1.1890534,-1.0384068,-0.03486521,0.10137645,0.62080896
