,years_experience,degree,nr_commits,nr_languages,nr_stars
2199,0.0,0.0,3.0,3.0,3.0
3963,0.0,0.0,5.0,1.0,3.0
3228,3.0,0.0,37.0,2.0,10.0
3129,3.0,0.0,34.0,3.0,4.0
3693,1.0,0.0,14.0,0.0,1.0
3040,2.0,0.0,23.0,3.0,1.0
3600,3.0,0.0,34.0,4.0,6.0
3163,1.0,2.0,13.0,6.0,7.0
2942,3.0,0.0,31.0,1.0,7.0
3487,3.0,0.0,33.0,1.0,7.0
3107,4.0,0.0,42.0,2.0,5.0
3011,2.0,0.0,23.0,0.0,2.0
2401,2.0,0.0,25.0,1.0,9.0
2315,1.0,2.0,12.0,1.0,1.0
2602,2.0,0.0,25.0,3.0,3.0
2252,2.0,0.0,26.0,0.0,4.0
3179,1.0,0.0,14.0,6.0,8.0
2495,1.0,0.0,10.0,1.0,2.0
2327,0.0,1.0,5.0,6.0,7.0
2349,0.0,2.0,2.0,3.0,3.0
2422,1.0,1.0,16.0,1.0,3.0
3392,2.0,0.0,25.0,2.0,1.0
3428,0.0,2.0,2.0,5.0,7.0
2833,2.0,1.0,23.0,4.0,5.0
3259,2.0,0.0,22.0,7.0,3.0
3809,1.0,1.0,14.0,2.0,6.0
2253,2.0,0.0,23.0,1.0,4.0
2760,1.0,1.0,11.0,4.0,0.0
3439,0.0,2.0,3.0,0.0,2.0
3477,0.0,2.0,4.0,1.0,8.0
2434,1.0,0.0,16.0,1.0,4.0
2538,0.0,2.0,5.0,2.0,4.0
3667,0.0,1.0,3.0,2.0,1.0
3635,2.0,0.0,23.0,3.0,4.0
3038,1.0,0.0,16.0,5.0,1.0
3830,1.0,0.0,17.0,1.0,4.0
2751,0.0,0.0,5.0,1.0,0.0
3637,2.0,0.0,27.0,5.0,6.0
2075,1.0,0.0,13.0,2.0,3.0
2213,2.0,0.0,27.0,4.0,7.0
3421,2.0,1.0,21.0,3.0,1.0
3000,1.0,1.0,17.0,1.0,10.0
2210,1.0,1.0,16.0,2.0,6.0
3197,0.0,0.0,4.0,4.0,1.0
3364,1.0,1.0,13.0,3.0,5.0
2624,3.0,0.0,34.0,14.0,0.0
3504,1.0,2.0,11.0,1.0,3.0
3041,1.0,0.0,13.0,2.0,5.0
3261,0.0,1.0,4.0,0.0,3.0
3230,1.0,0.0,17.0,5.0,4.0
3384,0.0,0.0,3.0,5.0,6.0
3414,0.0,0.0,4.0,0.0,1.0
2147,0.0,0.0,1.0,5.0,2.0
3086,0.0,1.0,3.0,11.0,4.0
2326,1.0,0.0,12.0,1.0,2.0
3629,1.0,1.0,13.0,7.0,1.0
2526,0.0,0.0,4.0,5.0,0.0
2413,1.0,0.0,13.0,4.0,5.0
2377,1.0,1.0,13.0,3.0,4.0
3660,0.0,0.0,1.0,3.0,4.0
3626,0.0,2.0,5.0,1.0,4.0
3202,1.0,0.0,17.0,4.0,1.0
2324,0.0,1.0,7.0,6.0,10.0
3853,1.0,0.0,13.0,1.0,3.0
3007,0.0,2.0,3.0,2.0,5.0
2799,2.0,0.0,24.0,0.0,12.0
3581,3.0,0.0,31.0,0.0,1.0
3365,2.0,0.0,21.0,2.0,2.0
3918,2.0,1.0,22.0,1.0,3.0
3374,0.0,2.0,1.0,4.0,4.0
3792,2.0,0.0,24.0,4.0,3.0
2330,2.0,1.0,24.0,2.0,2.0
2459,3.0,0.0,34.0,5.0,5.0
3075,3.0,0.0,37.0,3.0,4.0
3508,4.0,0.0,42.0,12.0,5.0
2424,2.0,0.0,26.0,1.0,5.0
3312,2.0,0.0,25.0,9.0,2.0
3702,2.0,0.0,21.0,2.0,4.0
3125,3.0,0.0,33.0,1.0,5.0
2435,3.0,0.0,33.0,5.0,4.0
3631,2.0,0.0,23.0,4.0,4.0
2299,3.0,0.0,37.0,3.0,3.0
3255,1.0,0.0,13.0,6.0,3.0
2764,1.0,1.0,13.0,3.0,0.0
3632,4.0,1.0,49.0,7.0,5.0
2097,1.0,0.0,17.0,1.0,6.0
3237,2.0,0.0,27.0,3.0,4.0
3345,3.0,0.0,33.0,15.0,15.0
3263,0.0,2.0,1.0,12.0,5.0
3591,2.0,0.0,26.0,6.0,2.0
3640,1.0,1.0,14.0,12.0,2.0
3818,2.0,1.0,29.0,4.0,7.0
2290,2.0,0.0,26.0,2.0,1.0
2729,2.0,0.0,22.0,1.0,6.0
2550,3.0,0.0,39.0,4.0,2.0
3808,2.0,0.0,22.0,0.0,1.0
3327,1.0,1.0,15.0,2.0,2.0
2851,1.0,2.0,14.0,0.0,9.0
3216,1.0,0.0,18.0,3.0,3.0
3588,2.0,0.0,28.0,1.0,3.0
2026,2.0,0.0,25.0,0.0,5.0
3630,1.0,1.0,12.0,2.0,4.0
3169,1.0,0.0,13.0,1.0,8.0
2746,0.0,0.0,1.0,3.0,2.0
2452,2.0,0.0,21.0,6.0,7.0
3685,1.0,0.0,15.0,3.0,5.0
3819,1.0,2.0,11.0,3.0,4.0
2079,0.0,0.0,2.0,3.0,2.0
3547,4.0,0.0,44.0,1.0,6.0
2405,1.0,0.0,12.0,2.0,1.0
2992,1.0,0.0,12.0,1.0,4.0
2512,1.0,0.0,15.0,6.0,3.0
3401,1.0,0.0,13.0,2.0,4.0
2490,1.0,0.0,13.0,6.0,6.0
2979,3.0,0.0,32.0,0.0,3.0
3476,2.0,1.0,26.0,9.0,11.0
3234,1.0,0.0,15.0,1.0,0.0
2273,2.0,0.0,27.0,6.0,3.0
3737,1.0,0.0,13.0,0.0,7.0
2351,2.0,0.0,29.0,2.0,10.0
2283,0.0,1.0,3.0,4.0,5.0
3874,6.0,0.0,65.0,6.0,1.0
2016,1.0,0.0,13.0,4.0,1.0
3774,3.0,0.0,36.0,7.0,0.0
3821,1.0,0.0,13.0,1.0,1.0
2475,3.0,0.0,30.0,1.0,0.0
3406,3.0,0.0,32.0,4.0,6.0
3621,1.0,2.0,14.0,1.0,2.0
3561,2.0,0.0,21.0,0.0,5.0
2842,3.0,0.0,37.0,3.0,10.0
3429,1.0,2.0,12.0,0.0,5.0
3256,1.0,0.0,16.0,7.0,6.0
2506,2.0,0.0,25.0,3.0,4.0
2989,4.0,0.0,43.0,0.0,1.0
3219,0.0,0.0,1.0,0.0,11.0
3688,2.0,1.0,26.0,6.0,4.0
3798,3.0,0.0,30.0,4.0,10.0
2663,1.0,2.0,14.0,1.0,5.0
3678,0.0,0.0,2.0,4.0,5.0
3379,3.0,0.0,39.0,7.0,2.0
2301,3.0,0.0,38.0,5.0,4.0
3438,2.0,0.0,25.0,9.0,7.0
2302,2.0,0.0,22.0,3.0,2.0
3162,2.0,0.0,27.0,4.0,1.0
2241,1.0,1.0,15.0,3.0,0.0
2714,0.0,0.0,8.0,1.0,5.0
2138,2.0,0.0,24.0,14.0,2.0
2703,1.0,1.0,18.0,2.0,3.0
3293,2.0,0.0,23.0,7.0,7.0
3854,1.0,2.0,10.0,7.0,3.0
3549,0.0,2.0,6.0,3.0,0.0
3977,1.0,0.0,12.0,3.0,5.0
3888,1.0,0.0,17.0,5.0,5.0
3088,1.0,0.0,16.0,9.0,5.0
2927,2.0,1.0,25.0,6.0,5.0
3569,1.0,1.0,16.0,5.0,12.0
2803,1.0,1.0,15.0,4.0,7.0
2516,0.0,1.0,4.0,3.0,5.0
2202,1.0,1.0,14.0,1.0,5.0
3959,2.0,0.0,23.0,7.0,6.0
3109,2.0,0.0,26.0,4.0,2.0
2292,1.0,0.0,14.0,1.0,9.0
3322,3.0,0.0,32.0,2.0,6.0
3763,3.0,1.0,32.0,4.0,4.0
3493,2.0,0.0,26.0,2.0,2.0
3984,1.0,1.0,15.0,1.0,1.0
2455,2.0,0.0,25.0,1.0,5.0
3431,1.0,1.0,14.0,2.0,0.0
2820,2.0,0.0,30.0,4.0,9.0
3951,3.0,0.0,37.0,7.0,3.0
2702,3.0,0.0,31.0,1.0,5.0
2248,1.0,1.0,17.0,6.0,3.0
2915,2.0,1.0,23.0,4.0,0.0
3813,1.0,0.0,16.0,11.0,11.0
2028,2.0,0.0,25.0,3.0,6.0
3955,2.0,0.0,24.0,3.0,6.0
2073,3.0,1.0,34.0,2.0,4.0
2907,3.0,0.0,35.0,6.0,4.0
3597,1.0,2.0,12.0,4.0,4.0
3285,2.0,0.0,22.0,4.0,6.0
2103,1.0,1.0,14.0,2.0,1.0
2270,4.0,0.0,44.0,16.0,2.0
2682,1.0,0.0,16.0,7.0,1.0
3555,1.0,1.0,12.0,5.0,4.0
3275,3.0,0.0,33.0,2.0,2.0
3790,2.0,0.0,25.0,8.0,6.0
2779,2.0,1.0,23.0,3.0,2.0
2662,3.0,0.0,31.0,5.0,3.0
3661,1.0,0.0,12.0,8.0,2.0
2750,3.0,0.0,35.0,5.0,8.0
3841,4.0,0.0,41.0,3.0,4.0
3954,0.0,0.0,6.0,6.0,2.0
3704,1.0,0.0,11.0,1.0,0.0
2189,2.0,0.0,25.0,3.0,5.0
3800,2.0,1.0,29.0,2.0,3.0
2331,2.0,0.0,28.0,3.0,2.0
2642,3.0,0.0,32.0,1.0,5.0
2256,3.0,0.0,33.0,4.0,2.0
2274,1.0,1.0,15.0,9.0,3.0
3605,2.0,0.0,24.0,2.0,4.0
