,years_experience,degree,nr_commits,nr_languages,nr_stars
0,0.0,1.0,4.0,3.0,7.0
1,2.0,0.0,23.0,1.0,7.0
2,1.0,2.0,1013.0,2.0,14.0
3,4.0,2.0,4041.0,11.0,20.0
4,4.0,1.0,4042.0,3.0,12.0
5,11.0,2.0,11113.0,5.0,10.0
6,4.0,2.0,4045.0,3.0,11.0
7,5.0,0.0,5051.0,4.0,10.0
8,1.0,0.0,16.0,3.0,0.0
9,2.0,0.0,24.0,1.0,4.0
10,3.0,0.0,34.0,11.0,2.0
11,3.0,0.0,33.0,1.0,4.0
12,6.0,0.0,6065.0,3.0,10.0
13,9.0,0.0,9094.0,2.0,15.0
14,3.0,2.0,3038.0,5.0,15.0
15,3.0,2.0,3035.0,13.0,12.0
16,1.0,0.0,12.0,14.0,7.0
17,2.0,0.0,27.0,4.0,2.0
18,6.0,0.0,6062.0,6.0,11.0
19,3.0,0.0,37.0,2.0,5.0
20,1.0,2.0,1015.0,6.0,16.0
21,2.0,2.0,2024.0,7.0,15.0
22,5.0,0.0,5053.0,8.0,13.0
23,2.0,0.0,23.0,1.0,1.0
24,3.0,0.0,3032.0,3.0,15.0
25,4.0,2.0,4045.0,1.0,16.0
26,2.0,2.0,2023.0,7.0,11.0
27,2.0,3.0,2021.0,13.0,12.0
28,2.0,0.0,24.0,10.0,1.0
29,2.0,0.0,23.0,5.0,14.0
30,2.0,3.0,2025.0,1.0,13.0
31,3.0,1.0,3034.0,7.0,13.0
32,3.0,2.0,3031.0,3.0,10.0
33,2.0,0.0,24.0,0.0,3.0
34,2.0,3.0,2023.0,10.0,14.0
35,0.0,0.0,3.0,1.0,6.0
36,1.0,0.0,13.0,2.0,8.0
37,1.0,1.0,13.0,1.0,12.0
38,0.0,2.0,1.0,2.0,4.0
39,0.0,0.0,5.0,8.0,1.0
40,1.0,0.0,15.0,0.0,4.0
41,1.0,3.0,1013.0,7.0,10.0
42,1.0,0.0,14.0,4.0,2.0
43,4.0,0.0,4047.0,3.0,18.0
44,0.0,0.0,3.0,0.0,3.0
45,3.0,0.0,31.0,1.0,6.0
46,8.0,2.0,8085.0,2.0,11.0
47,3.0,1.0,3036.0,5.0,14.0
48,1.0,0.0,15.0,10.0,2.0
49,5.0,1.0,5051.0,4.0,11.0
50,3.0,0.0,33.0,4.0,0.0
51,5.0,0.0,5053.0,3.0,12.0
52,7.0,1.0,7073.0,1.0,14.0
53,1.0,2.0,1014.0,2.0,19.0
54,2.0,2.0,2021.0,9.0,10.0
55,0.0,0.0,3.0,0.0,4.0
56,1.0,2.0,1013.0,8.0,13.0
57,4.0,0.0,43.0,4.0,4.0
58,2.0,1.0,2029.0,1.0,12.0
59,0.0,2.0,5.0,9.0,1.0
60,2.0,2.0,2026.0,3.0,14.0
61,1.0,1.0,14.0,2.0,3.0
62,2.0,1.0,24.0,3.0,3.0
63,4.0,0.0,4047.0,5.0,11.0
64,3.0,2.0,3035.0,2.0,19.0
65,0.0,0.0,4.0,3.0,5.0
66,1.0,3.0,1014.0,6.0,18.0
67,5.0,3.0,5052.0,8.0,11.0
68,3.0,0.0,32.0,1.0,5.0
69,3.0,0.0,32.0,1.0,2.0
70,8.0,1.0,8081.0,4.0,19.0
71,0.0,2.0,5.0,3.0,7.0
72,3.0,0.0,37.0,3.0,3.0
73,2.0,2.0,2026.0,5.0,15.0
74,0.0,2.0,4.0,8.0,3.0
75,2.0,1.0,25.0,3.0,2.0
76,5.0,2.0,5054.0,3.0,11.0
77,4.0,0.0,4042.0,2.0,12.0
78,3.0,1.0,3035.0,5.0,17.0
79,5.0,1.0,5054.0,11.0,11.0
80,0.0,0.0,7.0,0.0,4.0
81,3.0,2.0,3035.0,9.0,17.0
82,5.0,0.0,5052.0,4.0,15.0
83,1.0,3.0,1011.0,4.0,16.0
84,1.0,2.0,1015.0,4.0,11.0
85,4.0,0.0,4043.0,3.0,15.0
86,6.0,1.0,6065.0,8.0,12.0
87,1.0,2.0,1011.0,9.0,15.0
88,6.0,2.0,6065.0,29.0,12.0
89,2.0,3.0,2023.0,4.0,12.0
90,7.0,1.0,7074.0,6.0,16.0
91,3.0,0.0,37.0,1.0,3.0
92,2.0,2.0,2024.0,2.0,10.0
93,6.0,0.0,6065.0,8.0,11.0
94,2.0,1.0,27.0,5.0,1.0
95,5.0,1.0,5052.0,5.0,12.0
96,2.0,0.0,24.0,15.0,3.0
97,1.0,1.0,11.0,1.0,4.0
98,8.0,2.0,8085.0,12.0,13.0
99,2.0,2.0,2025.0,10.0,10.0
100,5.0,2.0,5054.0,9.0,14.0
101,5.0,1.0,5055.0,5.0,13.0
102,1.0,3.0,1013.0,8.0,12.0
103,4.0,2.0,4048.0,5.0,12.0
104,5.0,0.0,5051.0,8.0,24.0
105,5.0,0.0,5053.0,1.0,10.0
106,4.0,2.0,4047.0,4.0,13.0
107,2.0,0.0,22.0,3.0,3.0
108,1.0,1.0,15.0,3.0,1.0
109,6.0,1.0,6064.0,6.0,14.0
110,2.0,3.0,2021.0,2.0,18.0
111,2.0,0.0,27.0,2.0,3.0
112,4.0,0.0,4043.0,11.0,15.0
113,3.0,2.0,3035.0,3.0,13.0
114,1.0,0.0,14.0,4.0,1.0
115,4.0,1.0,4045.0,13.0,14.0
116,3.0,1.0,3034.0,1.0,17.0
117,1.0,0.0,15.0,8.0,4.0
118,2.0,1.0,25.0,1.0,3.0
119,1.0,3.0,1016.0,6.0,12.0
120,3.0,2.0,3032.0,5.0,16.0
121,0.0,1.0,2.0,1.0,5.0
122,1.0,0.0,16.0,3.0,4.0
