,years_experience,degree,nr_commits,nr_languages,nr_stars
3032,4.0,0.0,4045.0,2.9999547004699707,12.0
2711,1.0,2.0,13.0,3.5,1.0
3071,3.0,1.0,32.0,7.5,3.0
3460,2.0,2.0,2028.0,5.999954700469971,12.0
3135,3.0,1.0,3035.0,0.9999545812606812,12.0
3852,3.0,1.0,3035.0,3.9999547004699707,10.0
3043,1.0,3.0,1013.0,4.999954700469971,16.0
2954,1.0,3.0,1016.0,3.9999547004699707,14.0
2038,3.0,1.0,3032.0,0.9999545812606812,16.0
2558,1.0,3.0,1014.0,3.9999547004699707,13.0
2428,0.0,3.0,2.0,2.9999547004699707,19.0
2998,0.0,3.0,7.0,0.9999545812606812,16.0
3254,3.0,1.0,3034.0,2.9999547004699707,12.0
3117,3.0,1.0,3034.0,7.999954700469971,12.0
2371,1.0,3.0,1014.0,4.999954700469971,13.0
3829,3.0,1.0,3035.0,3.9999547004699707,13.0
2040,0.0,3.0,4.0,5.999954700469971,10.0
3836,4.0,0.0,4048.0,4.999954700469971,15.0
2721,0.0,3.0,1.0,3.9999547004699707,10.0
3645,3.0,1.0,3034.0,2.9999547004699707,13.0
3416,1.0,3.0,1011.0,5.999954700469971,12.0
2824,4.0,0.0,4042.0,6.999954700469971,14.0
2382,1.0,3.0,1013.0,8.999954223632812,13.0
2246,0.0,3.0,7.0,8.999954223632812,15.0
2181,0.0,3.0,3.0,4.999954700469971,16.0
2313,0.0,3.0,4.0,6.999954700469971,11.0
3861,0.0,3.0,2.0,3.9999547004699707,14.0
3714,4.0,0.0,4045.0,4.999954700469971,14.0
3339,1.0,3.0,1017.0,10.999954223632812,13.0
3275,3.0,1.0,3032.0,2.9999547004699707,12.0
2887,3.0,1.0,3035.0,0.9999545812606812,11.0
2454,3.0,1.0,3034.0,4.999954700469971,15.0
2950,3.0,1.0,3032.0,8.999954223632812,13.0
3031,3.0,1.0,3036.0,7.999954700469971,15.0
3240,1.0,3.0,1013.0,4.999954700469971,11.0
3923,1.0,3.0,1012.0,2.9999547004699707,13.0
3496,4.0,0.0,4044.0,6.999954700469971,16.0
3998,0.0,3.0,2.0,3.9999547004699707,10.0
3141,0.0,3.0,1.0,1.9999545812606812,19.0
3425,3.0,1.0,3038.0,3.9999547004699707,18.0
3624,1.0,3.0,1012.0,6.999954700469971,18.0
2805,3.0,1.0,3037.0,1.9999545812606812,11.0
2285,3.0,1.0,3034.0,7.999954700469971,14.0
2098,3.0,2.0,3033.0,1.9999545812606812,12.0
3276,2.0,2.0,2029.0,5.999954700469971,12.0
3551,1.0,3.0,1015.0,1.9999545812606812,12.0
2835,2.0,2.0,2024.0,6.999954700469971,14.0
3453,0.0,3.0,2.0,1.9999545812606812,16.0
3432,2.0,2.0,2027.0,2.9999547004699707,14.0
2585,3.0,1.0,3035.0,1.9999545812606812,15.0
2680,1.0,3.0,1012.0,1.9999545812606812,15.0
3022,3.0,1.0,3031.0,4.999954700469971,20.0
3353,4.0,0.0,4047.0,16.999954223632812,19.0
2096,0.0,3.0,11.0,8.5,3.0
2463,1.0,3.0,1014.0,9.999954223632812,12.0
2020,0.0,3.0,5.0,0.9999545812606812,16.0
3156,1.0,3.0,1012.0,3.9999547004699707,11.0
2212,0.0,3.0,5.0,3.9999547004699707,11.0
2061,1.0,3.0,1012.0,4.999954700469971,11.0
3695,4.0,0.0,4041.0,0.9999545812606812,13.0
2541,3.0,1.0,3036.0,1.9999545812606812,12.0
2931,3.0,1.0,3034.0,3.9999547004699707,14.0
2196,3.0,1.0,3037.0,0.9999545812606812,14.0
2664,1.0,3.0,1011.0,0.9999545812606812,15.0
2111,1.0,3.0,1013.0,2.9999547004699707,13.0
3855,0.0,3.0,7.0,2.9999547004699707,13.0
3851,0.0,3.0,0.0,1.9999545812606812,17.0
2778,2.0,2.0,2030.0,5.999954700469971,11.0
3089,1.0,3.0,1011.0,1.9999545812606812,16.0
3941,3.0,1.0,3036.0,12.999954223632812,13.0
3569,3.0,1.0,3033.0,1.9999545812606812,17.0
3682,2.0,2.0,2024.0,6.999954700469971,14.0
2199,2.0,2.0,2024.0,5.999954700469971,17.0
2624,0.0,3.0,2.0,4.999954700469971,19.0
3530,3.0,1.0,3034.0,1.9999545812606812,14.0
3014,3.0,1.0,35.0,10.5,7.0
3516,1.0,3.0,1011.0,3.9999547004699707,15.0
3508,3.0,1.0,3034.0,3.9999547004699707,12.0
3988,3.0,1.0,3031.0,3.9999547004699707,11.0
2627,4.0,0.0,4040.0,3.9999547004699707,10.0
3309,1.0,3.0,1015.0,6.999954700469971,14.0
3139,0.0,3.0,5.0,2.9999547004699707,15.0
3607,4.0,0.0,4048.0,4.999954700469971,16.0
3931,0.0,3.0,6.0,3.5,5.0
2375,3.0,1.0,3032.0,2.9999547004699707,14.0
2408,1.0,3.0,1013.0,5.999954700469971,10.0
