,years_experience,degree,nr_commits,nr_languages,nr_stars
3032,2.0,0.0,25.0,2.5,2.0
2711,1.0,0.0,13.0,3.5,1.0
3071,3.0,0.0,32.0,7.5,3.0
3460,1.0,0.0,18.0,5.5,2.0
3135,1.0,0.0,15.0,0.5,2.0
3852,2.0,0.0,25.0,3.5,0.0
3043,1.0,1.0,13.0,4.5,6.0
2954,1.0,2.0,16.0,3.5,4.0
2038,3.0,0.0,32.0,0.5,6.0
2558,1.0,0.0,14.0,3.5,3.0
2428,0.0,1.0,2.0,2.5,9.0
2998,0.0,0.0,7.0,0.5,6.0
3254,1.0,0.0,14.0,2.5,2.0
3117,2.0,0.0,24.0,7.5,2.0
2371,1.0,1.0,14.0,4.5,3.0
3829,1.0,0.0,15.0,3.5,3.0
2040,0.0,1.0,4.0,5.5,0.0
3836,3.0,0.0,38.0,4.5,5.0
2721,0.0,2.0,1.0,3.5,0.0
3645,2.0,0.0,24.0,2.5,3.0
3416,1.0,1.0,11.0,5.5,2.0
2824,3.0,0.0,32.0,6.5,4.0
2382,1.0,2.0,13.0,8.5,3.0
2246,0.0,0.0,7.0,8.5,5.0
2181,0.0,1.0,3.0,4.5,6.0
2313,0.0,2.0,4.0,6.5,1.0
3861,0.0,2.0,2.0,3.5,4.0
3714,2.0,0.0,25.0,4.5,4.0
3339,1.0,1.0,17.0,10.5,3.0
3275,2.0,0.0,22.0,2.5,2.0
2887,1.0,0.0,15.0,0.5,1.0
2454,2.0,0.0,24.0,4.5,5.0
2950,3.0,0.0,32.0,8.5,3.0
3031,2.0,0.0,26.0,7.5,5.0
3240,1.0,0.0,13.0,4.5,1.0
3923,1.0,0.0,12.0,2.5,3.0
3496,3.0,0.0,34.0,6.5,6.0
3998,0.0,1.0,2.0,3.5,0.0
3141,0.0,2.0,1.0,1.5,9.0
3425,1.0,1.0,18.0,3.5,8.0
3624,1.0,0.0,12.0,6.5,8.0
2805,1.0,1.0,17.0,1.5,1.0
2285,1.0,0.0,14.0,7.5,4.0
2098,2.0,2.0,23.0,1.5,2.0
3276,1.0,2.0,19.0,5.5,2.0
3551,0.0,3.0,5.0,1.5,2.0
2835,2.0,0.0,24.0,6.5,4.0
