,x1,x2,x3
0,1.5155153,1.9241704,3.5311801
1,-0.762981,-2.2677798,-4.4604464
2,0.11606796,0.4467386,0.44116578
3,-0.2570608,0.45491967,1.3158062
4,0.40161264,-0.13865197,-0.23039973
5,0.82681805,0.008014321,-0.13012147
6,-1.618881,-2.1709414,-2.995342
7,-0.4937066,0.08207157,-0.050958037
8,-0.5254075,-0.9808895,-2.441645
9,0.3518256,-1.2920003,0.5395514
10,0.19413462,0.76584363,1.8361454
11,2.069962,2.119644,4.238115
12,1.0628718,3.7200756,5.2971544
13,-0.3060932,-0.99706304,-0.6000481
14,0.70265895,0.6819758,2.4040368
15,-0.48374882,0.17188558,-1.6497707
16,1.0633093,1.6341983,3.627737
17,0.42485756,0.3630455,1.2112219
18,-2.2143393,-3.5559688,-5.6966934
19,1.0326575,1.1049188,2.9269447
20,-0.65354294,-0.23927379,-1.0447714
21,-0.66775924,1.3592908,1.7639542
22,0.1355168,-1.4874547,-0.035087347
23,-1.554926,-2.4559212,-2.5113573
24,-0.78115475,0.43411982,-2.2143965
25,1.3831216,-1.0468429,0.23106456
26,0.007327044,0.38956234,2.1753757
27,1.1248548,0.4662956,2.4400833
28,1.2450024,1.6549067,5.198925
29,1.0393738,0.83027625,2.4287045
30,-2.9335773,-3.0985827,-7.437791
31,-0.6510064,0.6149828,1.2145491
32,1.0455648,1.71967,2.9299102
33,-0.16590908,-0.077029325,-0.98410136
34,-1.2131733,-2.4558225,-5.30454
35,1.550742,2.1865084,6.1976876
36,-0.48406023,0.7516623,0.86200917
37,-0.38086316,-0.9075496,-0.7596136
38,0.6082972,1.1591625,2.7529833
39,0.053942308,0.49608278,1.7164236
40,-0.300448,0.19323686,1.0743732
41,1.2894602,2.6408882,4.187988
42,-1.2401869,-2.640707,-4.253384
43,0.622125,-0.20115918,2.1968467
44,-2.4883518,-1.5699339,-4.5213394
45,2.2165174,1.9744262,5.7219515
46,-0.3157173,-0.35438555,-1.0650389
47,0.364291,-0.32105666,0.49957293
48,-1.0744709,-1.6720009,-2.3865182
49,1.3294054,0.75860447,1.1218588
50,0.49755403,-0.8336556,0.44124
51,1.2506123,1.3451216,3.6814818
52,1.3490434,1.0405964,3.250969
53,0.31979185,2.3397973,3.3533866
54,-0.13831244,-0.9453656,-0.8954987
55,-0.6855805,-0.6082668,-0.58617276
56,0.30246258,-1.3664471,-1.4263167
57,1.2977139,0.6345153,2.8629434
58,-0.6712771,0.3895977,0.9281851
59,1.0529797,-0.44048643,2.42666
60,-1.6552126,-2.509986,-4.8075523
61,0.08599147,0.35090464,-0.48979858
62,1.1909729,0.37964696,2.5729537
63,-0.3031616,0.17458805,2.0641675
64,0.09136521,-0.7941626,-0.1280762
65,1.7060292,2.6080832,6.384963
66,0.45710835,-0.2644604,0.7352239
67,1.3723311,1.4274468,2.1275382
68,-0.40077272,-1.9115757,-2.630816
69,-0.14259283,0.17116033,2.0092978
70,-1.4610629,-0.99801,-3.4511738
71,-0.8498946,-2.2651978,-2.7555645
72,0.8241441,2.0970159,4.7374396
73,-0.062350657,0.35796613,0.7616818
74,-0.14912286,-0.08703612,1.3030815
75,1.2076403,2.1793852,3.9881341
76,-1.1655489,-0.6277295,-1.2603288
77,0.999628,1.9664226,4.153929
78,0.68958706,0.72868305,2.4458663
79,-0.019516964,-1.7778556,-2.8998494
80,1.2707275,1.8804193,3.8288662
81,-1.4023693,-1.5479823,-4.1407323
82,0.74829537,0.24730158,0.74933743
83,-0.57064235,-1.0713798,-2.2535877
84,-0.8729129,-0.3384117,-0.11825061
85,0.65992224,0.15029138,1.0373795
86,-1.4655855,-0.3256396,-2.2995362
87,-0.9606088,-1.5564893,-0.946548
88,-0.19526733,0.50034505,1.6609138
89,1.6122993,-0.4344679,3.9840288
90,0.66746026,0.6860177,2.8425405
91,0.37965295,-0.3822951,-0.4128259
92,0.93596154,1.4976635,3.8698666
93,-0.08526434,-0.7096183,0.015634894
94,0.8619933,-0.126822,2.7578135
95,-1.0935593,-2.0853827,-2.7690046
96,-0.28114608,-0.0902016,0.34906334
97,-1.1245733,-0.3373708,-2.8493664
98,-1.0545622,-2.7571852,-3.9368906
99,-0.22431806,0.43581,0.47670138
100,0.05355838,0.22399849,0.05462946
101,-0.3821615,2.4117942,3.4308317
102,-0.25836623,0.5270876,0.68634874
103,-0.99087054,1.0751843,1.0401087
104,-0.97277385,-2.648567,-2.6985602
105,-0.014457616,-0.049870443,-0.13306117
106,1.5974034,1.439531,4.3483853
107,1.0913829,2.3704977,6.581731
108,0.42178112,1.3520333,2.3040357
109,1.1438377,1.2176948,3.1763213
110,-0.9112062,-2.3668077,-4.1678724
111,-0.8421963,-0.016521275,-0.55901873
112,0.69613004,0.39627755,1.8832699
113,0.77903306,1.4349831,2.2745306
114,-0.06893156,1.470132,1.2177813
115,0.6974328,1.0986066,2.8363342
116,-0.43088716,-1.4764614,-0.23959923
117,0.93673694,1.5144217,2.885154
118,0.8471986,1.3701658,2.5678692
119,-0.6358902,-0.99054086,-2.0276878
120,2.2704203,2.598192,5.646618
121,-0.82421607,0.51986307,0.9677223
122,0.61506337,1.0932918,3.5276518
123,1.2276181,1.3795551,4.2545104
124,-0.91331947,-0.257263,-1.8804784
125,0.73283976,1.8278339,2.554785
126,0.68101287,-0.5837475,2.2710962
127,-0.080045685,0.7429976,1.8073859
128,-1.0283481,-0.14381504,-0.2939775
129,-0.17389943,-1.7298653,-2.115239
130,-1.2384776,-1.3444276,-3.1299844
131,-0.3750939,0.4712883,1.6440012
132,1.0860966,2.1226442,4.64694
133,-0.31286106,0.50285995,1.7320133
134,-0.5930623,0.8443636,1.6891824
135,-0.14055732,1.0975655,1.3047616
136,0.05467788,-0.36361158,-0.29674473
137,0.8397248,0.76237464,2.2824688
138,0.3571158,-0.76134425,-1.4713961
139,1.966154,0.49928355,4.9172196
140,-0.19266945,0.740626,1.7773576
141,-0.76563936,0.8098461,2.6442764
142,-0.6140338,1.7343367,1.425605
143,0.2811338,-1.0784907,0.7057177
144,2.6324694,2.8821535,5.889083
145,1.0097315,2.4351246,2.5696433
146,1.9906797,0.63352776,3.578362
147,-0.5058027,-0.44947702,-2.9781308
148,1.2138088,2.297854,4.8106275
149,0.4217272,1.5851537,1.9014746
150,-1.5407795,-0.9697054,-2.330044
151,-0.5721663,-1.6008238,-1.8090391
152,1.5223469,-0.9937812,2.213922
153,-1.0613447,0.45850587,0.76719093
154,-0.62337744,-2.2468019,-1.96627
155,-1.3204198,-2.2481377,-5.1887417
156,-0.058216836,0.5540575,-0.035161108
157,2.2535203,2.3153372,5.5973134
158,-1.9436127,-1.6334764,-4.075231
159,0.24295586,-0.28350538,1.6390699
160,1.6406075,1.8361822,3.00695
161,-0.7826438,0.099077046,-1.2284882
162,0.5823765,1.7373805,2.2418613
163,1.5138197,0.25556767,3.462564
164,-1.0795418,-0.32284385,-0.8830347
165,-0.37275463,-0.20884547,-1.2792358
166,-0.40501848,0.30570206,2.9318752
167,0.042688064,-1.3523103,-1.5086887
168,-0.49102595,-1.2024974,-0.74802196
169,-1.3868436,-2.494656,-4.3930526
170,-0.28007314,0.8115108,3.891258
171,-0.323146,-0.15984039,-0.2525478
172,0.49936655,0.81887287,0.6780008
173,1.3382977,1.4316298,4.9999905
174,0.43014285,-0.40983167,-1.3483722
175,0.38840878,0.77419764,3.3519158
176,0.110243365,-0.4924605,1.8500535
177,-0.06302221,-0.7245002,-0.60243326
178,-1.1443231,-1.4241872,-2.1895807
