,x1,x2
2116,1.3,-0.0
2176,1.6,2.6
3331,1.6,-0.0
3072,-0.0,0.5
3664,1.8,-0.0
2774,1.7,2.3
2743,2.3,2.8
2611,1.6,0.0
2276,0.8,0.0
3937,0.5,2.4
2349,0.3,-0.0
2961,0.6,-0.0
3707,1.0,2.0
3865,0.9,0.3
2563,0.4,-0.0
3644,0.4,-0.0
3461,0.4,0.0
3811,1.0,0.0
2588,0.6,0.5
2041,1.4,0.0
3523,0.4,0.0
2341,0.8,0.0
3178,0.7,0.0
2234,1.8,2.0
3949,2.4,0.0
3460,2.0,2.7
2680,1.6,1.2
2235,1.2,0.0
3493,2.3,0.0
2713,1.3,-0.0
2616,0.7,-0.0
2634,0.9,-0.0
2666,0.5,1.8
2923,1.9,1.3
2363,1.8,0.0
2045,0.8,0.0
3210,0.1,2.2
3004,0.6,0.4
2057,0.7,0.0
3553,0.5,0.7
2542,2.1,0.0
2795,0.1,0.0
2887,1.1,0.3
2934,1.7,-0.0
3095,1.1,-0.0
3304,1.9,-0.0
3007,1.1,3.3
2150,1.4,0.0
2330,0.8,-0.0
2160,0.7,2.3
2825,0.8,0.0
2030,1.6,0.0
3851,1.3,-0.0
3323,0.4,0.3
3520,0.1,0.0
3225,0.6,-0.0
2929,0.2,0.0
3255,2.2,0.0
2417,1.7,-0.0
2327,1.4,-0.0
2537,2.2,3.2
2675,-0.0,1.8
3202,0.6,0.0
3031,0.6,0.0
3547,1.0,0.0
2013,0.5,2.2
3082,1.3,4.2
3480,0.5,0.0
3714,3.0,-0.0
2857,0.7,-0.0
3634,1.3,-0.0
2335,0.6,-0.0
2009,1.2,-0.0
3376,0.5,0.0
3622,1.5,0.0
3352,2.9,-0.0
2516,0.3,1.7
3540,1.1,0.0
3826,1.6,1.6
3662,1.8,1.5
3419,1.1,-0.0
2914,2.5,2.2
2238,1.2,-0.0
3481,0.7,0.4
3828,1.3,2.6
3651,2.5,-0.0
3153,1.5,-0.0
3056,0.8,0.0
2620,0.5,0.0
3766,1.2,-0.0
2248,0.5,4.5
2262,3.4,-0.0
3507,1.3,0.0
2004,0.9,4.5
3748,1.4,0.0
2641,2.0,1.9
3289,1.9,0.0
2849,0.1,-0.0
3588,0.0,0.5
3686,3.2,0.0
3885,0.0,0.1
2217,1.3,3.6
2137,1.5,0.0
2470,0.1,-0.0
2466,1.2,0.0
3183,1.6,0.0
3026,0.9,-0.0
3895,1.4,0.0
3195,1.1,2.5
3076,2.1,1.4
2560,0.2,0.9
2582,0.4,0.0
3459,1.1,1.8
3597,0.5,0.0
2756,3.1,-0.0
3370,0.0,0.1
2197,1.1,0.0
3042,1.5,-0.0
2207,2.1,0.0
2438,0.9,-0.0
2721,1.7,-0.0
2794,1.2,0.0
3910,1.0,-0.0
2479,0.0,0.8
3835,0.1,2.6
2242,1.5,0.0
3222,0.1,0.0
2265,0.6,-0.0
2786,0.7,0.0
2172,0.7,0.2
2306,0.3,0.0
3850,0.7,-0.0
3945,1.0,-0.0
2754,1.8,-0.0
2904,0.6,-0.0
2447,2.6,0.0
3268,2.0,-0.0
2271,1.0,3.1
2592,0.6,1.8
2472,1.2,-0.0
2053,0.4,0.4
3837,1.1,-0.0
3976,0.5,0.5
2491,1.2,-0.0
3494,0.6,1.8
3689,2.5,1.7
3574,-0.0,0.1
3739,2.3,-0.0
3179,0.7,2.6
3740,1.3,-0.0
2282,1.9,-0.0
3350,0.2,0.9
2664,2.2,-0.0
2974,1.9,2.9
2883,0.2,0.0
3791,1.3,-0.0
3354,2.1,-0.0
2452,0.9,0.0
2943,-0.0,0.1
3059,1.7,-0.0
3014,1.6,0.0
3296,0.5,2.6
2166,0.8,-0.0
3300,2.3,0.0
2315,0.8,-0.0
2436,2.7,-0.0
2079,1.2,0.0
3761,1.5,4.0
2815,2.0,0.2
2216,0.9,-0.0
2577,1.1,-0.0
3989,1.3,2.1
2394,0.0,0.1
3904,1.6,0.0
3604,-0.1,-0.0
3119,1.0,1.0
3922,1.1,0.0
2745,2.5,6.1
3390,1.6,0.0
2404,2.3,-0.0
2148,1.3,0.0
2723,1.7,0.0
3169,0.9,-0.0
2528,1.6,4.1
2321,0.6,0.7
2748,1.4,0.0
2562,2.1,-0.0
2037,0.5,-0.0
3450,1.3,-0.0
3471,0.9,0.0
2801,0.6,0.2
2885,1.5,0.0
3723,0.5,-0.0
3030,1.4,1.5
2656,0.6,0.0
2550,0.9,0.0
3899,1.4,3.4
3966,0.9,-0.0
2083,1.0,2.1
2385,0.9,0.0
